id,sentence,label,detailed_source,Morphology,Semantics,Syntax,Hallucination
83,В феврале 1866 года в долине реки Кудако в Кубанской области образовалась первая в стране нефтяная фонтана.,0,YandexCorpus,0,0,1,0
84,Музей предложил ввести здание для экспонирования этой коллекции.,0,WikiMatrix,0,1,0,0
85,"Все же пропали гробы, все видят.",1,WikiMatrix,0,0,0,0
86,МВД Украины заявило о присутствии армии при разгоне массовых протестов во вторник вечером.,1,WikiMatrix,0,0,0,0
87,"Бана назвала Харши — Харшачариту, одного из ранних романов в мире Кадамбари, один из первых книг в истории.",0,WikiMatrix,0,0,0,1
88,"Жительница Лондона предложила включить песню ""Remix"" в первый альбом британской исполнительницы Eag305.",1,WikiMatrix,0,0,0,0
89,Первая акция по освобождению животных прошла в тот же период времени.,1,WikiMatrix,0,0,0,0
90,Он ушел в отставку из футбола в 33 года.,1,WikiMatrix,0,0,0,0
91,Изумительный взгляд на исторический центр Москвы и специально разработанную мебель (черно-белая палитра) глубоко впечатлит вас.,1,YandexCorpus,0,0,0,0
92,"Мобилизация также необходима в гражданских политических и экономических сферах, в военной сфере, в культуре, образовании и изобразительных искусствах.",1,YandexCorpus,0,0,0,0
93,"Теперь мы можем отнять это — и я хотел бы показать вам скорость, скорость изменения, как быстро они прошли.",0,TED,0,0,0,1
94,Уже после взаимоотношений с поставщиком или вступать в долгосрочные отношения - отпишит на наших форумах о Компании или корректирует рейтинг компании.,0,YandexCorpus,0,0,0,1
95,Том шел вниз по лестнице.,1,Tatoeba,0,0,0,0
96,"Ваш телефон звонит несколько раз, когда вы были в духе.",0,Tatoeba,0,0,1,0
97,"В РФ создали новую пушку, которая позволяет наносить урон сквозь стены.",1,WikiMatrix,0,0,0,0
98,"Новое правительство отказалось вести переговоры с генералом Катарусом или любым другим мандатом, подчеркивая, что любые переговоры должны быть проведены с захваченным правительством.",1,WikiMatrix,0,0,0,0
99,В конце 1890 года русские захватили Южную Киргизию.,1,YandexCorpus,0,0,0,0
100,Почему вы продали свой дом?,1,Tatoeba,0,0,0,0
101,"Я никогда не видел женщин, которые могли бы сделать это.",1,YandexCorpus,0,0,0,0
